,houseloc,houseage,housesize,unitprice,north_latitude,east_longitude,distance
157,逸皓华庭(公寓) ,1.9459101490553132,4.505681287487349,10.226150593883155,31.200802000000003,121.412648,1.4600632554786626
158,聚缘南庭 ,1.791759469228055,4.330733340286331,10.22672980038646,31.256281,121.430855,1.214342342647819
159,百欣苑 ,2.6390573296152584,4.353627160152183,10.22738100695048,31.283693,121.177753,2.85861376649729
160,塘和家园桂花锦苑 ,1.791759469228055,4.272490747605575,10.228646029257067,31.369628,121.240098,2.930963445972417
161,文怡花园 ,3.044522437723423,4.439115601658009,10.230810922760002,31.16047,121.57202,2.1807198109056163
162,松云水苑(公寓) ,2.6390573296152584,5.057582491203423,10.237277623937402,31.300083,121.322952,2.374717733429369
163,新城悠活城 ,2.0794415416798357,4.473351611367243,10.238279807349246,31.284704,121.462029,1.6622583333138823
164,妙境路627弄 ,3.1780538303479458,4.489198009735671,10.23860172454777,31.189184,121.691711,2.5825656590987243
165,新凯城锦昌苑 ,2.0794415416798357,4.207524426932059,10.239280987394974,31.185202,121.439804,1.5330408973968257
166,聚缘北庭 ,1.791759469228055,4.318021304697969,10.239459664115659,31.048525,121.545677,2.887460826443796
167,新凯城银杏苑 ,1.9459101490553132,4.259011183777335,10.2396025825095,31.19455,121.46605,1.2268998517855285
168,汇秀景苑三街坊 ,1.791759469228055,4.340683671139499,10.240316868254155,31.26234,121.49848,1.2537451549771446
169,闵浦新苑六村 ,2.4849066497880004,4.105778939847764,10.240388268775408,31.136982,121.330124,2.4824969874605065
170,紫荆三村 ,2.995732273553991,4.418840607796598,10.242563539313103,31.226621999999995,121.4226,1.0010700227163816
171,江南清漪园 ,2.70805020110221,4.537212492804865,10.245302633567837,31.203989,121.54873700000002,1.6362559419923752
172,上海诗林(公寓) ,2.70805020110221,3.903990833730882,10.247998817973953,30.9779,121.86991,3.5039466841343994
173,汇秀景苑二街坊 ,1.791759469228055,4.023564380161053,10.249379569109392,31.159352,121.395129,2.0810884846521276
174,千汇苑一村 ,2.4849066497880004,4.664664757773731,10.249485701810745,31.170612,121.445839,1.769040567603191
175,东川苑 ,2.995732273553991,4.375002019736917,10.251464780771665,31.269779,121.450104,1.3821910240802981
176,永康城佳兴苑 ,1.6094379124341003,4.229166788029546,10.254179634797001,31.273067,121.506218,1.5306519118440483
177,兰花清苑 ,1.791759469228055,4.312006449967072,10.254461275355103,30.934645,121.453795,3.345301277527347
178,天环苑 ,2.3978952727983707,4.349115971216622,10.25488358752045,31.23405,121.44404,0.42523285837088187
179,李园一村 ,3.4339872044851463,4.527100530566169,10.255411227049374,31.199402000000006,121.45742,1.1064691669655793
180,聚缘北庭 ,1.791759469228055,4.301223221070275,10.256254871643844,31.319648,121.281348,2.6227149593763532
181,瑞和苑 ,2.3978952727983707,4.323735226296777,10.257273326840833,31.014839,121.367973,3.066122068826188
182,城东新村 ,3.4965075614664802,4.1892000932347795,10.257589188355734,31.147340000000003,121.12118,3.063754673248327
183,城东新村 ,3.295836866004329,4.1420229975388425,10.261301847168287,31.112340000000003,121.43447,2.440212554166975
184,塘和家园德悦苑 ,1.3862943611198906,4.1956970564823886,10.261686334843203,31.1908,121.67748,2.5185557270071333
185,汇秀景苑一街坊 ,1.791759469228055,4.386143150185721,10.262280252445862,31.294758,121.477226,1.8294401109759617
186,浩泽家园 ,2.5649493574615367,4.5462690780679305,10.26252470426388,31.147429,121.091877,3.133948061317148
187,鸿宝一村(南区) ,3.1354942159291497,3.5709401562492498,10.264373617246324,31.337921,121.443779,2.3482911157168083
188,丝庐雅苑(公寓) ,1.3862943611198906,4.486161399405889,10.265453474531439,31.0763,121.5032,2.699753082139132
189,牡丹逸庭 ,1.9459101490553132,4.26619481914876,10.267157970987247,31.274014,121.462074,1.4467844013339897
190,新凯城银杏苑 ,1.9459101490553132,4.289637185380534,10.267818117285737,31.109890000000004,121.23958,2.860899914514978
191,新城尚上城 ,1.9459101490553132,4.855539723555893,10.268304262166483,31.233093,121.457044,-0.22821869707940526
192,玉兰二村 ,3.1780538303479458,4.356708826689592,10.26976128039413,31.103846,121.234261,2.895327615426088
193,金硕河畔景园西区 ,2.1972245773362196,3.9504741918023987,10.27052363402451,31.245634000000006,121.561226,1.6886463909113467
194,荣欣苑 ,2.0794415416798357,4.641309232603964,10.272841773631933,31.147340000000003,121.12118,3.063754673248327
195,浦发香舍(公寓) ,2.3978952727983707,4.516994495084366,10.273083657563381,31.12943,121.53174,2.3298208813569037
196,永康城永锦苑 ,1.6094379124341003,4.330733340286331,10.273256395986019,31.360007,121.265637,2.8374499732659055
197,正阳世纪星城丽骏湾 ,2.1972245773362196,4.33033852551513,10.273636315516725,31.01493,121.39955,3.046121342988946
198,盈中新村 ,3.4965075614664802,4.01078177745141,10.274740715974103,31.152489000000006,121.111465,3.0795684573245383
199,富力桃园(公寓) ,2.0794415416798357,5.016617365773803,10.275947259030309,31.253576,121.424858,1.231642348710739
200,玉龙苑 ,2.4849066497880004,4.602667055769973,10.27756518740266,31.276173,121.431694,1.5976077089901868
201,绿地海悦 ,2.70805020110221,3.8366526984033693,10.278974437124607,31.260939,121.528275,1.4942349880554482
202,华泽新苑 ,2.4849066497880004,4.278470046515581,10.27900878427122,31.0611,121.31642,2.913796371802605
203,浦航新城中城苑 ,1.6094379124341003,4.600057136601269,10.280175885872874,31.13745,121.42457,2.2251067837069516
204,新理想花园 ,2.5649493574615367,4.772885590392684,10.281033180646158,31.243307,121.531219,1.312639504289954
205,汇锦城二期 ,1.9459101490553132,4.48863636973214,10.282403325410757,31.262186,121.524536,1.4777234434919464
206,浦航新城中城苑 ,1.6094379124341003,4.386143150185721,10.283805778222337,31.146915000000003,121.35421,2.3372526130813225
207,浦江宝邸北区 ,2.302585092994046,4.358885942232239,10.285206266914292,31.312433,121.30072,2.524052197202912
208,欣佳宝邸 ,2.0794415416798357,4.594210345751749,10.286025156000587,31.16938,121.374672,2.0746677724320812
209,新凯城香樟苑 ,2.0794415416798357,4.21980177957905,10.287865208313807,31.221663,121.514336,0.9748842448247964
210,金塔新村 ,3.1780538303479458,4.3987608336650466,10.288069449727868,31.15806,121.3479,2.2828693154481488
211,瑞和华苑南区 ,1.791759469228055,4.115127101404629,10.28817155479407,31.242205,121.420998,1.1082041296233953
212,新凯城锦昌苑 ,2.0794415416798357,4.238877712954399,10.289599932128478,31.130893,121.422559,2.2916346954224336
213,民乐佳苑 ,2.6390573296152584,4.156693187286636,10.290109572842812,31.154217,121.346245,2.315845096666611
214,新丰公寓 ,1.6094379124341003,4.343805421853684,10.291501267030537,31.27965,121.41471,1.742933305245192
215,夏阳湖国际花园 ,2.70805020110221,4.93188064540735,10.294617061876925,31.23588,121.56419,1.686106914241196
216,浦江宝邸 ,1.6094379124341003,3.9634762870170617,10.296745117536547,31.063435,121.542488,2.804295554874907
217,碧云东壹栋 ,2.4849066497880004,3.7417090677584683,10.29694755351686,31.104373,121.402379,2.5385379005010402
218,塔城路850弄 ,3.5263605246161616,3.8543938925915096,10.297622044301908,31.18925,121.37264,1.9154164123255013
219,桃园新村(嘉定) ,3.4011973816621555,3.761665123839584,10.30071885571719,31.3886,121.24352,2.9938166975159897
220,通海一小区 ,3.2188758248682006,4.256038151220088,10.3014243942235,31.204798,121.431172,1.1875316703376473
221,新凯城紫荆苑 ,1.6094379124341003,3.9822950584134778,10.301995180076794,31.167589000000003,121.546028,2.000727053097316
